epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
10,0.9822695255279541,NA,0.0703345239162445,1e-05,NA,NA,1.0,NA,0.047605641186237335,NA,NA
11,0.9887706637382507,NA,0.06528180837631226,1e-05,NA,NA,1.0,NA,0.04431778937578201,NA,NA
12,0.9887706637382507,NA,0.06492000073194504,1e-05,NA,NA,1.0,NA,0.045022040605545044,NA,NA
13,0.9929078221321106,NA,0.060726579278707504,1e-05,NA,NA,1.0,NA,0.046782270073890686,NA,NA
14,0.991725742816925,NA,0.05914667993783951,1e-05,NA,NA,1.0,NA,0.04463336989283562,NA,NA
15,0.991725742816925,NA,0.06317176669836044,5e-06,NA,NA,1.0,NA,0.045018330216407776,NA,NA
